name	scientific_name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
MVC330	Cronobacter muytjensii	413501	S	15	4	19	1e-05
MVC330	Enterobacter bugandensis	881260	S	10	5	15	0.0
MVC330	Enterobacter sp. Crenshaw	1977566	S	4	14	18	0.0
MVC330	Enterobacter hormaechei	158836	S	45	75	120	2.9999999999999997e-05
MVC330	Enterobacter sp. 638	399742	S	19	0	19	1e-05
MVC330	Escherichia albertii	208962	S	1734	209	1943	0.0005099999999999999
MVC330	Proteus mirabilis	584	S	27	0	27	1e-05
MVC330	Morganella morganii	582	S	4	0	4	0.0
MVC330	Candidatus Fukatsuia symbiotica	1878942	S	5	0	5	0.0
MVC330	Klebsiella michiganensis	1134687	S	18	3	21	1e-05
MVC330	Citrobacter sp. FDAARGOS_156	1702170	S	102	73	175	5e-05
MVC330	Kosakonia oryzae	497725	S	71	28	99	2.9999999999999997e-05
MVC330	Cutibacterium acnes	1747	S	13	2	15	0.0
MVC330	Enterobacteriaceae bacterium strain FGI 57	693444	S	69	0	69	2e-05
MVC330	Staphylococcus saprophyticus	29385	S	15	0	15	0.0
MVC330	Klebsiella quasivariicola	2026240	S	10	0	10	0.0
MVC330	Shigella flexneri	623	S	426	400	826	0.00022
MVC330	Shigella dysenteriae	622	S	722	620	1342	0.00035
MVC330	Gibbsiella quercinecans	929813	S	5	0	5	0.0
MVC330	Klebsiella pneumoniae	573	S	518	1342	1860	0.00049
MVC330	Klebsiella oxytoca	571	S	75	5	80	2e-05
MVC330	Lelliottia jeotgali	1907578	S	26	2	28	1e-05
MVC330	Raoultella planticola	575	S	17	2	19	1e-05
MVC330	Lelliottia sp. WB101	2153385	S	20	2	22	1e-05
MVC330	Enterobacteria phage HK106	432198	S	206	344	550	0.00014
MVC330	Pasteurella multocida	747	S	4	2	6	0.0
MVC330	Plautia stali symbiont	891974	S	17	0	17	0.0
MVC330	Candidatus Hoaglandella endobia	1778263	S	4	0	4	0.0
MVC330	Citrobacter freundii complex sp. CFNIH2	2066049	S	7	34	41	1e-05
MVC330	secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	6	0	6	0.0
MVC330	Cronobacter sakazakii	28141	S	19	12	31	1e-05
MVC330	Yersinia enterocolitica	630	S	148	1	149	4e-05
MVC330	Hafnia alvei	569	S	4	1	5	0.0
MVC330	Yersinia pestis	632	S	159	507	666	0.00018
MVC330	Candidatus Sodalis pierantonius	1486991	S	4	1	5	0.0
MVC330	Edwardsiella tarda	636	S	10	7	17	0.0
MVC330	Yersinia frederiksenii	29484	S	4	0	4	0.0
MVC330	Yersinia ruckeri	29486	S	4	3	7	0.0
MVC330	Shimwellia blattae	563	S	91	0	91	2e-05
MVC330	Escherichia fergusonii	564	S	380	195	575	0.00015
MVC330	Enterobacter cloacae complex sp.	2027919	S	10	8	18	0.0
MVC330	Klebsiella variicola	244366	S	9	3	12	0.0
MVC330	Staphylococcus aureus	1280	S	40	8	48	1e-05
MVC330	Enterobacteria phage HK542	432200	S	91	58	149	4e-05
MVC330	Cronobacter dublinensis	413497	S	48	14	62	2e-05
MVC330	Enterobacter cancerogenus	69218	S	23	1	24	1e-05
MVC330	Enterobacter roggenkampii	1812935	S	6	10	16	0.0
MVC330	Enterobacteriaceae bacterium ENNIH1	2066051	S	13	1	14	0.0
MVC330	Dickeya zeae	204042	S	4	1	5	0.0
MVC330	Citrobacter farmeri	67824	S	47	22	69	2e-05
MVC330	Citrobacter rodentium	67825	S	159	9	168	4e-05
MVC330	Citrobacter werkmanii	67827	S	67	40	107	2.9999999999999997e-05
MVC330	Pantoea sp. At-9b	592316	S	4	0	4	0.0
MVC330	Pectobacterium carotovorum	554	S	8	4	12	0.0
MVC330	Enterobacter cloacae	550	S	103	247	350	9e-05
MVC330	Pantoea ananatis	553	S	9	3	12	0.0
MVC330	Erwinia amylovora	552	S	4	2	6	0.0
MVC330	Xenorhabdus doucetiae	351671	S	5	1	6	0.0
MVC330	Pantoea vagans	470934	S	6	5	11	0.0
MVC330	Yersinia entomophaga	935293	S	4	0	4	0.0
MVC330	Xenorhabdus bovienii	40576	S	4	1	5	0.0
MVC330	Kluyvera intermedia	61648	S	13	1	14	0.0
MVC330	Buchnera aphidicola	9	S	9	-1	8	0.0
MVC330	Pluralibacter gergoviae	61647	S	38	0	38	1e-05
MVC330	Cronobacter universalis	535744	S	9	7	16	0.0
MVC330	Enterobacter asburiae	61645	S	30	22	52	1e-05
MVC330	Escherichia coli	562	S	2444387	1337011	3781398	0.99561
MVC330	Homo sapiens	9606	S	68	0	68	2e-05
MVC330	Enterobacteria phage Sf101	1524881	S	102	90	192	5e-05
MVC330	Citrobacter freundii complex sp. CFNIH3	2077147	S	4	11	15	0.0
MVC330	Kosakonia sacchari	1158459	S	21	0	21	1e-05
MVC330	Serratia marcescens	615	S	5	3	8	0.0
MVC330	Enterobacter sp. R4-368	1166130	S	20	0	20	1e-05
MVC330	Citrobacter braakii	57706	S	7	33	40	1e-05
MVC330	Leminorella richardii	158841	S	4	0	4	0.0
MVC330	Staphylococcus haemolyticus	1283	S	17	0	17	0.0
MVC330	Pantoea stewartii	66269	S	5	0	5	0.0
MVC330	Candidatus Hamiltonella defensa	138072	S	6	0	6	0.0
MVC330	Serratia fonticola	47917	S	5	0	5	0.0
MVC610	Escherichia marmotae	1499973	S	1269	185	1454	0.00041
MVC610	[Enterobacter] lignolyticus	1334193	S	62	2	64	2e-05
MVC610	Citrobacter sp. CRE-46	1703250	S	6	27	33	1e-05
MVC610	Citrobacter amalonaticus	35703	S	88	100	188	5e-05
MVC610	Photorhabdus asymbiotica	291112	S	4	40	44	1e-05
MVC610	Raoultella ornithinolytica	54291	S	34	96	130	4e-05
MVC610	Cronobacter condimenti	1163710	S	21	3	24	1e-05
MVC610	Enterobacter cloacae complex sp. FDA-CDC-AR_0132	2077137	S	7	11	18	1e-05
MVC610	Enterobacter cloacae complex sp. FDA-CDC-AR_0164	2077136	S	4	6	10	0.0
MVC610	Lelliottia nimipressuralis	69220	S	15	6	21	1e-05
MVC610	Dickeya paradisiaca	69223	S	6	0	6	0.0
MVC610	Photobacterium damselae	38293	S	4	1	5	0.0
MVC610	Leclercia sp. LSNIH1	1920114	S	8	3	11	0.0
MVC610	Leclercia sp. LSNIH3	1920116	S	59	135	194	5e-05
MVC610	Citrobacter freundii	546	S	665	743	1408	0.0004
MVC610	Citrobacter sp. CFNIH10	1920110	S	4	31	35	1e-05
MVC610	Citrobacter koseri	545	S	359	38	397	0.00011
MVC610	Klebsiella aerogenes	548	S	196	23	219	5.9999999999999995e-05
MVC610	Salmonella bongori	54736	S	91	0	91	2.9999999999999997e-05
MVC610	Dickeya dadantii	204038	S	4	0	4	0.0
MVC610	Serratia sp. FGI94	671990	S	6	0	6	0.0
MVC610	Lelliottia jeotgali	1907578	S	74	9	83	2e-05
MVC610	Salmonella enterica	28901	S	2939	6399	9338	0.00264
MVC610	Buchnera aphidicola	9	S	5	0	5	0.0
MVC610	Enterobacter ludwigii	299767	S	7	10	17	0.0
MVC610	Kosakonia cowanii	208223	S	82	2	84	2e-05
MVC610	Enterobacteriaceae bacterium w6	2282310	S	5	5	10	0.0
MVC610	Serratia plymuthica	82996	S	5	0	5	0.0
MVC610	Dickeya sp. Secpp 1600	2037915	S	120	15	135	4e-05
MVC610	Pantoea alhagi	1891675	S	5	0	5	0.0
MVC610	Klebsiella quasipneumoniae	1463165	S	83	132	215	5.9999999999999995e-05
MVC610	Cedecea neteri	158822	S	276	14	290	8e-05
MVC610	Enterobacter sp. SA187	1914861	S	139	3	142	4e-05
MVC610	Enterobacter sp. FY-07	1692238	S	59	1	60	2e-05
MVC610	Enterobacteriaceae bacterium w17	2282309	S	9	10	19	1e-05
MVC610	Limnobaculum parvum	2172103	S	7	0	7	0.0
MVC610	Cronobacter malonaticus	413503	S	11	10	21	1e-05
MVC610	Cronobacter turicensis	413502	S	10	4	14	0.0
MVC610	Cronobacter muytjensii	413501	S	21	5	26	1e-05
MVC610	Enterobacter bugandensis	881260	S	74	19	93	2.9999999999999997e-05
MVC610	Plesiomonas shigelloides	703	S	4	0	4	0.0
MVC610	Enterobacter sp. Crenshaw	1977566	S	6	8	14	0.0
MVC610	Pragia fontium	82985	S	4	0	4	0.0
MVC610	Leclercia adecarboxylata	83655	S	7	14	21	1e-05
MVC610	Enterobacter hormaechei	158836	S	111	78	189	5e-05
MVC610	Enterobacter sp. 638	399742	S	84	7	91	2.9999999999999997e-05
MVC610	Shigella sp. PAMC 28760	1813821	S	21	77186	77207	0.02181
MVC610	Yersinia massiliensis	419257	S	7	0	7	0.0
MVC610	Escherichia albertii	208962	S	2962	631	3593	0.0010199999999999999
MVC610	Proteus mirabilis	584	S	20	2	22	1e-05
MVC610	Candidatus Fukatsuia symbiotica	1878942	S	4	0	4	0.0
MVC610	Klebsiella michiganensis	1134687	S	222	209	431	0.00011999999999999999
MVC610	Citrobacter sp. FDAARGOS_156	1702170	S	140	59	199	5.9999999999999995e-05
MVC610	Brenneria goodwinii	1109412	S	4	0	4	0.0
MVC610	Enterobacteria phage SfV	55884	S	93	111	204	5.9999999999999995e-05
MVC610	Kosakonia oryzae	497725	S	21	47	68	2e-05
MVC610	Cutibacterium acnes	1747	S	6	1	7	0.0
MVC610	Enterobacteriaceae bacterium strain FGI 57	693444	S	189	7	196	5.9999999999999995e-05
MVC610	Klebsiella quasivariicola	2026240	S	19	5	24	1e-05
MVC610	Shigella flexneri	623	S	546	2023	2569	0.00073
MVC610	Shigella dysenteriae	622	S	2079	7244	9323	0.00263
MVC610	Gibbsiella quercinecans	929813	S	14	0	14	0.0
MVC610	Klebsiella pneumoniae	573	S	497	308	805	0.00022999999999999998
MVC610	Klebsiella oxytoca	571	S	131	56	187	5e-05
MVC610	Enterobacter sp. E20	1560339	S	4	5	9	0.0
MVC610	Raoultella planticola	575	S	97	26	123	2.9999999999999997e-05
MVC610	Lelliottia sp. WB101	2153385	S	32	3	35	1e-05
MVC610	Plautia stali symbiont	891974	S	11	0	11	0.0
MVC610	Histophilus somni	731	S	4	1	5	0.0
MVC610	Candidatus Doolittlea endobia	1778262	S	4	3	7	0.0
MVC610	Citrobacter freundii complex sp. CFNIH2	2066049	S	8	22	30	1e-05
MVC610	Cronobacter sakazakii	28141	S	27	27	54	2e-05
MVC610	Yersinia enterocolitica	630	S	31	0	31	1e-05
MVC610	Hafnia alvei	569	S	4	1	5	0.0
MVC610	Yersinia pestis	632	S	6	85	91	2.9999999999999997e-05
MVC610	Candidatus Sodalis pierantonius	1486991	S	4	0	4	0.0
MVC610	Yersinia frederiksenii	29484	S	4	6	10	0.0
MVC610	Escherichia coli	562	S	1064827	2360573	3425400	0.96773
MVC610	Shimwellia blattae	563	S	150	2	152	4e-05
MVC610	Escherichia fergusonii	564	S	640	373	1013	0.00029
MVC610	Enterobacter cloacae complex sp.	2027919	S	19	9	28	1e-05
MVC610	Klebsiella variicola	244366	S	5	13	18	1e-05
MVC610	Enterobacteriaceae bacterium S05	2052938	S	4	30	34	1e-05
MVC610	Vibrio nigripulchritudo	28173	S	32	1	33	1e-05
MVC610	Cronobacter dublinensis	413497	S	53	15	68	2e-05
MVC610	Enterobacter cancerogenus	69218	S	28	1	29	1e-05
MVC610	Enterobacter roggenkampii	1812935	S	36	44	80	2e-05
MVC610	Erwinia tasmaniensis	338565	S	6	6	12	0.0
MVC610	Enterobacteriaceae bacterium ENNIH1	2066051	S	188	48	236	7e-05
MVC610	Edwardsiella ictaluri	67780	S	6	10	16	0.0
MVC610	Dickeya zeae	204042	S	9	0	9	0.0
MVC610	Citrobacter farmeri	67824	S	47	16	63	2e-05
MVC610	Citrobacter rodentium	67825	S	298	26	324	9e-05
MVC610	Citrobacter werkmanii	67827	S	97	35	132	4e-05
MVC610	Pantoea sp. At-9b	592316	S	7	0	7	0.0
MVC610	Pectobacterium carotovorum	554	S	7	7	14	0.0
MVC610	Enterobacter cloacae	550	S	149	181	330	9e-05
MVC610	Pantoea ananatis	553	S	7	0	7	0.0
MVC610	Pantoea vagans	470934	S	6	3	9	0.0
MVC610	Yersinia entomophaga	935293	S	4	0	4	0.0
MVC610	Xenorhabdus poinarii	40577	S	5	0	5	0.0
MVC610	Xenorhabdus bovienii	40576	S	6	0	6	0.0
MVC610	Kluyvera intermedia	61648	S	14	3	17	0.0
MVC610	Lelliottia amnigena	61646	S	68	5	73	2e-05
MVC610	Pluralibacter gergoviae	61647	S	60	1	61	2e-05
MVC610	Cronobacter universalis	535744	S	9	7	16	0.0
MVC610	Enterobacter asburiae	61645	S	60	22	82	2e-05
MVC610	Homo sapiens	9606	S	58	1	59	2e-05
MVC610	Citrobacter freundii complex sp. CFNIH3	2077147	S	9	9	18	1e-05
MVC610	Kosakonia sacchari	1158459	S	33	5	38	1e-05
MVC610	Serratia marcescens	615	S	422	20	442	0.00011999999999999999
MVC610	Erwinia billingiae	182337	S	6	1	7	0.0
MVC610	Enterobacter sp. R4-368	1166130	S	22	2	24	1e-05
MVC610	Klebsiella sp. M5al	1934254	S	4	3	7	0.0
MVC610	Pectobacterium atrosepticum	29471	S	4	1	5	0.0
MVC610	Citrobacter braakii	57706	S	6	8	14	0.0
MVC610	Staphylococcus aureus	1280	S	34	5	39	1e-05
MVC610	Staphylococcus haemolyticus	1283	S	76	9	85	2e-05
MVC610	Pantoea stewartii	66269	S	4	0	4	0.0
MVC610	Enterobacter cloacae complex sp. ECNIH7	1915310	S	7	9	16	0.0
MVC610	Serratia fonticola	47917	S	6	0	6	0.0
MVC61	Escherichia marmotae	1499973	S	2973	225	3198	0.00093
MVC61	[Enterobacter] lignolyticus	1334193	S	877	21	898	0.00026000000000000003
MVC61	Vibrio cholerae	666	S	5	7	12	0.0
MVC61	Citrobacter amalonaticus	35703	S	55	31	86	2e-05
MVC61	Raoultella ornithinolytica	54291	S	27	28	55	2e-05
MVC61	Cronobacter condimenti	1163710	S	28	2	30	1e-05
MVC61	Lelliottia nimipressuralis	69220	S	6	0	6	0.0
MVC61	Leclercia sp. LSNIH1	1920114	S	10	1	11	0.0
MVC61	Leclercia sp. LSNIH3	1920116	S	90	25	115	2.9999999999999997e-05
MVC61	Citrobacter freundii	546	S	389	235	624	0.00018
MVC61	Citrobacter sp. CFNIH10	1920110	S	4	15	19	1e-05
MVC61	Citrobacter koseri	545	S	195	8	203	5.9999999999999995e-05
MVC61	Pantoea sp. PSNIH1	1484158	S	4	0	4	0.0
MVC61	Klebsiella aerogenes	548	S	35	0	35	1e-05
MVC61	Salmonella bongori	54736	S	96	0	96	2.9999999999999997e-05
MVC61	Salmonella enterica	28901	S	4625	6377	11002	0.0031899999999999997
MVC61	Buchnera aphidicola	9	S	6	0	6	0.0
MVC61	Kosakonia cowanii	208223	S	41	0	41	1e-05
MVC61	Enterobacteriaceae bacterium w6	2282310	S	336	43	379	0.00011
MVC61	Serratia plymuthica	82996	S	6	2	8	0.0
MVC61	Brenneria sp. EniD312	598467	S	8	0	8	0.0
MVC61	Klebsiella quasipneumoniae	1463165	S	42	18	60	2e-05
MVC61	Cedecea neteri	158822	S	55	0	55	2e-05
MVC61	Enterobacter sp. SA187	1914861	S	88	0	88	2.9999999999999997e-05
MVC61	Enterobacter sp. FY-07	1692238	S	23	0	23	1e-05
MVC61	Enterobacteria phage HK633	1147147	S	147	270	417	0.00011999999999999999
MVC61	Pseudomonas stutzeri	316	S	4	4	8	0.0
MVC61	Enterobacteriaceae bacterium w17	2282309	S	6	1	7	0.0
MVC61	Cronobacter malonaticus	413503	S	6	2	8	0.0
MVC61	Cronobacter turicensis	413502	S	16	3	19	1e-05
MVC61	Cronobacter muytjensii	413501	S	56	6	62	2e-05
MVC61	Enterobacter bugandensis	881260	S	5	0	5	0.0
MVC61	Leclercia adecarboxylata	83655	S	7	1	8	0.0
MVC61	Enterobacter hormaechei	158836	S	76	154	230	7e-05
MVC61	Enterobacter sp. 638	399742	S	22	0	22	1e-05
MVC61	Pantoea gaviniae	665914	S	4	2	6	0.0
MVC61	Escherichia albertii	208962	S	3500	388	3888	0.0011300000000000001
MVC61	Proteus mirabilis	584	S	28	6	34	1e-05
MVC61	Morganella morganii	582	S	6	0	6	0.0
MVC61	Candidatus Fukatsuia symbiotica	1878942	S	4	0	4	0.0
MVC61	Klebsiella michiganensis	1134687	S	11	7	18	1e-05
MVC61	Citrobacter sp. FDAARGOS_156	1702170	S	367	76	443	0.00013000000000000002
MVC61	Kosakonia oryzae	497725	S	28	11	39	1e-05
MVC61	Cutibacterium acnes	1747	S	73	5	78	2e-05
MVC61	Enterobacteriaceae bacterium strain FGI 57	693444	S	47	0	47	1e-05
MVC61	Klebsiella quasivariicola	2026240	S	13	1	14	0.0
MVC61	Shigella flexneri	623	S	278	247	525	0.00015
MVC61	Shigella dysenteriae	622	S	977	792	1769	0.0005099999999999999
MVC61	Gibbsiella quercinecans	929813	S	12	0	12	0.0
MVC61	Klebsiella pneumoniae	573	S	323	96	419	0.00011999999999999999
MVC61	Klebsiella oxytoca	571	S	33	8	41	1e-05
MVC61	Lelliottia jeotgali	1907578	S	24	2	26	1e-05
MVC61	Raoultella planticola	575	S	7	1	8	0.0
MVC61	Lelliottia sp. WB101	2153385	S	15	1	16	0.0
MVC61	Escherichia phage D108	665033	S	773	1715	2488	0.00072
MVC61	Enterobacteria phage HK106	432198	S	78	198	276	8e-05
MVC61	Plautia stali symbiont	891974	S	15	0	15	0.0
MVC61	Candidatus Doolittlea endobia	1778262	S	4	0	4	0.0
MVC61	Citrobacter freundii complex sp. CFNIH2	2066049	S	12	16	28	1e-05
MVC61	secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	6	0	6	0.0
MVC61	Cronobacter sakazakii	28141	S	16	4	20	1e-05
MVC61	Yersinia enterocolitica	630	S	4	0	4	0.0
MVC61	Hafnia alvei	569	S	41	3	44	1e-05
MVC61	Yersinia pestis	632	S	21	170	191	5.9999999999999995e-05
MVC61	Candidatus Sodalis pierantonius	1486991	S	4	2	6	0.0
MVC61	Citrobacter youngae	133448	S	4	3	7	0.0
MVC61	Yersinia frederiksenii	29484	S	4	34	38	1e-05
MVC61	Escherichia coli	562	S	2236970	1173280	3410250	0.9893
MVC61	Shimwellia blattae	563	S	76	0	76	2e-05
MVC61	Escherichia fergusonii	564	S	800	311	1111	0.00032
MVC61	Enterobacter cloacae complex sp.	2027919	S	11	3	14	0.0
MVC61	Klebsiella variicola	244366	S	177	197	374	0.00011
MVC61	Staphylococcus aureus	1280	S	20	3	23	1e-05
MVC61	Cronobacter dublinensis	413497	S	71	9	80	2e-05
MVC61	Enterobacter cancerogenus	69218	S	12	0	12	0.0
MVC61	Enterobacteriaceae bacterium ENNIH1	2066051	S	158	13	171	5e-05
MVC61	Edwardsiella ictaluri	67780	S	7	3	10	0.0
MVC61	Dickeya zeae	204042	S	8	7	15	0.0
MVC61	Citrobacter farmeri	67824	S	30	4	34	1e-05
MVC61	Citrobacter rodentium	67825	S	135	4	139	4e-05
MVC61	Citrobacter werkmanii	67827	S	133	24	157	5e-05
MVC61	Pectobacterium carotovorum	554	S	88	18	106	2.9999999999999997e-05
MVC61	Enterobacter cloacae	550	S	187	191	378	0.00011
MVC61	Pantoea ananatis	553	S	7	3	10	0.0
MVC61	Xenorhabdus poinarii	40577	S	19	4	23	1e-05
MVC61	Kluyvera intermedia	61648	S	11	0	11	0.0
MVC61	Lelliottia amnigena	61646	S	209	6	215	5.9999999999999995e-05
MVC61	Pluralibacter gergoviae	61647	S	583	6	589	0.00016999999999999999
MVC61	Cronobacter universalis	535744	S	7	2	9	0.0
MVC61	Enterobacter asburiae	61645	S	32	6	38	1e-05
MVC61	Kosakonia radicincitans	283686	S	17	19	36	1e-05
MVC61	Rahnella sp. ERMR1:05	1805933	S	6	1	7	0.0
MVC61	Homo sapiens	9606	S	173	6	179	5e-05
MVC61	Citrobacter freundii complex sp. CFNIH3	2077147	S	1086	605	1691	0.00049
MVC61	Kosakonia sacchari	1158459	S	16	0	16	0.0
MVC61	Serratia marcescens	615	S	77	12	89	2.9999999999999997e-05
MVC61	Enterobacter sp. R4-368	1166130	S	15	0	15	0.0
MVC61	Shigella virus SfMu	1980943	S	1748	1032	2780	0.00081
MVC61	Citrobacter braakii	57706	S	4	3	7	0.0
MVC61	Leminorella richardii	158841	S	5	1	6	0.0
MVC61	Pantoea stewartii	66269	S	45	11	56	2e-05
MVC61	Serratia fonticola	47917	S	8	0	8	0.0
MVC633	Photorhabdus thracensis	230089	S	4	5	9	0.0
MVC633	Escherichia marmotae	1499973	S	1154	122	1276	0.00032
MVC633	[Enterobacter] lignolyticus	1334193	S	42	2	44	1e-05
MVC633	Erwinia gerundensis	1619313	S	4	1	5	0.0
MVC633	Citrobacter sp. CRE-46	1703250	S	5	35	40	1e-05
MVC633	Citrobacter amalonaticus	35703	S	51	129	180	5e-05
MVC633	Raoultella ornithinolytica	54291	S	24	109	133	2.9999999999999997e-05
MVC633	Cronobacter condimenti	1163710	S	19	3	22	1e-05
MVC633	Lelliottia nimipressuralis	69220	S	14	2	16	0.0
MVC633	Leclercia sp. LSNIH1	1920114	S	9	1	10	0.0
MVC633	Leclercia sp. LSNIH3	1920116	S	69	23	92	2e-05
MVC633	Citrobacter freundii	546	S	44	144	188	5e-05
MVC633	Citrobacter koseri	545	S	302	28	330	8e-05
MVC633	Pantoea sp. PSNIH1	1484158	S	5	2	7	0.0
MVC633	Klebsiella aerogenes	548	S	82	6	88	2e-05
MVC633	Burkholderia dolosa	152500	S	5	7	12	0.0
MVC633	Salmonella bongori	54736	S	58	0	58	1e-05
MVC633	Lelliottia jeotgali	1907578	S	30	3	33	1e-05
MVC633	Salmonella enterica	28901	S	2100	1770	3870	0.0009699999999999999
MVC633	Buchnera aphidicola	9	S	9	0	9	0.0
MVC633	Kosakonia cowanii	208223	S	47	0	47	1e-05
MVC633	Enterobacteriaceae bacterium w6	2282310	S	4	7	11	0.0
MVC633	Komagataeibacter rhaeticus	215221	S	12	1	13	0.0
MVC633	Brenneria sp. EniD312	598467	S	4	0	4	0.0
MVC633	Pantoea alhagi	1891675	S	6	3	9	0.0
MVC633	Klebsiella quasipneumoniae	1463165	S	107	75	182	5e-05
MVC633	Cedecea neteri	158822	S	58	1	59	1e-05
MVC633	Enterobacter sp. SA187	1914861	S	129	2	131	2.9999999999999997e-05
MVC633	Enterobacter sp. FY-07	1692238	S	37	0	37	1e-05
MVC633	Enterobacteriaceae bacterium w17	2282309	S	5	9	14	0.0
MVC633	Limnobaculum parvum	2172103	S	7	0	7	0.0
MVC633	Cronobacter malonaticus	413503	S	5	4	9	0.0
MVC633	Cronobacter turicensis	413502	S	16	6	22	1e-05
MVC633	Cronobacter muytjensii	413501	S	14	3	17	0.0
MVC633	Enterobacter bugandensis	881260	S	10	3	13	0.0
MVC633	Enterobacter sp. Crenshaw	1977566	S	5	11	16	0.0
MVC633	Tatumella ptyseos	82987	S	4	0	4	0.0
MVC633	Leclercia adecarboxylata	83655	S	6	1	7	0.0
MVC633	Enterobacter hormaechei	158836	S	113	87	200	5e-05
MVC633	Enterobacter sp. 638	399742	S	25	1	26	1e-05
MVC633	Escherichia albertii	208962	S	2086	338	2424	0.00061
MVC633	Proteus mirabilis	584	S	11	2	13	0.0
MVC633	Morganella morganii	582	S	10	0	10	0.0
MVC633	Candidatus Fukatsuia symbiotica	1878942	S	4	0	4	0.0
MVC633	Klebsiella michiganensis	1134687	S	14	19	33	1e-05
MVC633	Citrobacter sp. FDAARGOS_156	1702170	S	24	16	40	1e-05
MVC633	Serratia liquefaciens	614	S	5	0	5	0.0
MVC633	Kosakonia oryzae	497725	S	20	28	48	1e-05
MVC633	Enterobacteriaceae bacterium strain FGI 57	693444	S	75	1	76	2e-05
MVC633	Klebsiella quasivariicola	2026240	S	17	2	19	0.0
MVC633	Shigella flexneri	623	S	272	401	673	0.00016999999999999999
MVC633	Shigella dysenteriae	622	S	1151	1502	2653	0.00066
MVC633	Gibbsiella quercinecans	929813	S	11	0	11	0.0
MVC633	Klebsiella pneumoniae	573	S	534	277	811	0.0002
MVC633	Klebsiella oxytoca	571	S	42	14	56	1e-05
MVC633	Xenorhabdus nematophila	628	S	4	1	5	0.0
MVC633	Enterobacter sp. E20	1560339	S	5	10	15	0.0
MVC633	Raoultella planticola	575	S	13	7	20	1e-05
MVC633	Pseudomonas sp. UW4	1207075	S	6	1	7	0.0
MVC633	Lelliottia sp. WB101	2153385	S	25	2	27	1e-05
MVC633	Plautia stali symbiont	891974	S	17	0	17	0.0
MVC633	Vibrio cholerae	666	S	4	1	5	0.0
MVC633	Citrobacter freundii complex sp. CFNIH2	2066049	S	14	64	78	2e-05
MVC633	Cronobacter sakazakii	28141	S	26	39	65	2e-05
MVC633	Yersinia enterocolitica	630	S	5	0	5	0.0
MVC633	Yersinia pestis	632	S	98	385	483	0.00011999999999999999
MVC633	Candidatus Sodalis pierantonius	1486991	S	6	2	8	0.0
MVC633	Escherichia coli	562	S	2266554	1713462	3980016	0.9956299999999999
MVC633	Shimwellia blattae	563	S	95	0	95	2e-05
MVC633	Escherichia fergusonii	564	S	586	324	910	0.00022999999999999998
MVC633	Enterobacter cloacae complex sp.	2027919	S	19	11	30	1e-05
MVC633	Enterobacteria phage IME10	1090133	S	55	29	84	2e-05
MVC633	Klebsiella variicola	244366	S	13	21	34	1e-05
