name	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
MVC253	4605375	83	55486.45	405163	201	0	0	217335	8	132482	14	54662	24
MVC254	5047054	84	60083.98	887847	204	0	0	309825	6	167504	10	75150	18
MVC255	5146382	101	50954.28	805959	222	0	0	284056	6	172902	11	41421	21
MVC256	4922513	111	44346.96	574039	200	0	0	187206	8	143306	14	48601	24
MVC257	5870251	400	14675.63	347424	200	0	0	97925	18	60961	33	19365	67
MVC262	5208535	104	50082.07	1179062	202	0	0	344310	5	171240	9	56893	18
MVC263	5010258	125	40082.06	625312	201	0	0	325320	6	170830	11	46410	21
MVC266	4998472	102	49004.63	791760	205	0	0	385808	5	190471	9	52058	16
MVC269	5216388	126	41399.90	887394	201	0	0	382805	5	250974	8	73846	16
MVC270	4799826	75	63997.68	883127	200	0	0	349295	4	269375	7	133090	12
MVC272	5061223	90	56235.81	791310	202	0	0	307968	6	182192	11	56223	19
MVC274	5152357	176	29274.76	628028	212	0	0	318987	6	146959	11	36662	23
MVC275	5161185	141	36604.15	627820	202	0	0	281990	6	126406	12	41388	23
MVC276	5161674	136	37953.49	499370	219	0	0	267159	7	145829	13	41388	24
MVC277	4997081	111	45018.75	619724	201	0	0	343792	6	185943	10	57998	20
MVC278	5315726	153	34743.31	619497	201	0	0	279353	7	142626	12	36312	25
MVC279	5023583	110	45668.94	576961	203	0	0	202265	7	146954	13	54277	25
MVC27	5052395	63	80196.75	1180547	205	0	0	398233	4	208325	7	105716	14
MVC282	5051976	80	63149.70	884711	200	0	0	274124	6	167481	10	75915	19
MVC284	4911326	71	69173.61	1122076	220	0	0	325778	4	146019	8	55344	20
MVC285	5168437	89	58072.33	781464	205	0	0	278866	6	176137	10	92849	18
MVC286	5246937	110	47699.43	688464	202	0	0	349388	6	170812	11	52221	21
MVC287	5106789	134	38110.37	625557	201	0	0	260346	7	132856	12	46581	25
MVC292	6475190	829	7810.84	245940	206	0	0	69452	25	28340	56	4597	169
MVC295	5172235	106	48794.67	749617	205	0	0	296365	6	197293	10	52546	19
MVC296	7803278	183	42640.86	704854	201	0	0	324983	9	158592	16	71251	30
MVC297	5158088	132	39076.42	553110	246	0	0	267119	6	145595	12	41388	23
MVC298	4990022	120	41583.52	625312	201	0	0	325208	6	176430	11	46410	20
MVC299	4719138	75	62921.84	671778	220	0	0	239287	6	156030	11	69104	21
MVC29	5118274	85	60214.99	1081669	202	0	0	385408	4	197025	8	76458	17
MVC300	5202064	134	38821.37	973281	213	0	0	316285	5	132557	10	41388	21
MVC301	5124629	100	51246.29	678708	213	0	0	473776	5	187424	9	50497	18
MVC302	4938111	75	65841.48	357803	216	0	0	209228	10	145673	16	74632	25
MVC304	5035607	55	91556.49	638021	202	0	0	400480	5	308037	8	110619	14
MVC306	5145575	115	44744.13	749617	207	0	0	268730	6	177234	11	41426	22
MVC307	5365891	171	31379.48	388574	208	0	0	138137	13	89527	22	30810	43
MVC308	5362400	257	20865.37	315863	201	0	0	122725	13	81703	24	21197	48
MVC309	5050657	71	71136.01	1069000	205	0	0	385408	4	224192	7	95708	15
MVC30	5127051	89	57607.31	654165	202	0	0	361975	6	197120	10	107143	17
MVC312	5229154	156	33520.22	662716	201	0	0	350804	6	131930	11	41555	23
MVC313	5231482	129	40554.12	645717	202	0	0	171717	10	85473	19	45176	36
MVC315	5063965	101	50138.27	656818	202	0	0	382074	5	255347	9	113857	15
MVC316	5010707	113	44342.54	596627	202	0	0	340668	6	203315	9	69525	17
MVC317	5123059	94	54500.63	567235	202	0	0	306138	7	203318	11	52975	19
MVC31	5130009	87	58965.62	648613	202	0	0	361975	6	197120	10	107302	17
MVC321	5072758	97	52296.47	661294	208	0	0	174222	8	97982	17	46106	30
MVC324	5066943	101	50167.75	667676	202	0	0	373852	5	213031	8	110611	15
MVC325	5153477	130	39642.13	821670	217	0	0	199905	8	135055	15	45823	28
MVC327	5176020	132	39212.27	994451	201	0	0	402959	4	197025	8	71199	15
MVC328	4747750	85	55855.88	1091696	215	0	0	470065	4	196160	7	80626	15
MVC329	5186892	160	32418.08	659009	206	0	0	241631	7	131701	12	41388	25
MVC32	5009695	97	51646.34	761045	205	0	0	263052	6	173351	11	52547	20
MVC330	5042733	117	43100.28	750215	205	0	0	262822	7	191559	11	51598	21
MVC331	5139754	149	34494.99	668567	201	0	0	230315	6	132765	12	32865	22
MVC339	5154870	78	66088.08	883813	204	0	0	360497	5	203869	9	81142	16
MVC33	5249442	197	26646.91	369712	202	0	0	119243	14	75991	25	25754	48
MVC340	5283116	142	37205.04	536559	201	0	0	276814	7	176460	12	41616	22
MVC343	5225706	177	29523.76	659009	206	0	0	241676	7	124929	13	41388	26
MVC346	4996949	96	52051.55	631610	207	0	0	298393	6	167485	11	101100	18
MVC347	5040940	106	47556.04	761046	222	0	0	272190	6	208235	10	46015	20
MVC349	5187859	156	33255.51	492728	206	0	0	230813	8	132821	13	45478	24
MVC352	5153691	81	63625.81	761459	204	0	0	282655	6	184014	10	81142	17
MVC356	5196306	106	49021.75	486169	205	0	0	222103	8	117119	15	39047	29
MVC359	5145223	157	32772.12	682527	206	0	0	241676	6	131460	11	50497	22
MVC35	5009577	99	50601.79	761045	205	0	0	263052	6	173351	11	52547	20
MVC360	4957491	149	33271.75	593861	201	0	0	196336	8	119645	15	43922	28
MVC364	5272984	158	33373.32	668097	201	0	0	214126	7	132487	12	44142	24
MVC365	5078438	82	61932.17	629594	204	0	0	285998	7	189141	11	66320	20
MVC366	5144222	84	61240.74	959951	202	0	0	340139	5	172259	10	86225	18
MVC367	5147190	152	33863.09	619487	201	0	0	320986	6	152303	11	35174	23
MVC368	5859058	385	15218.33	276483	200	0	0	108685	17	60170	31	17326	65
MVC369	5210198	128	40704.67	628179	203	0	0	301266	7	106108	13	43698	27
MVC370	4748459	96	49463.11	1068656	211	0	0	267114	5	166348	9	74452	17
MVC374	5269424	116	45426.07	743635	202	0	0	361709	5	197043	9	68543	18
MVC376	5157678	132	39073.32	572372	202	0	0	219362	7	158502	12	40461	24
MVC378_P3	6544028	2075	3153.75	79530	201	0	0	11455	150	5125	313	919	871
MVC378_P5	5075329	76	66780.64	1228403	202	0	0	385576	4	197025	7	73906	15
MVC380	5275891	125	42207.13	611415	202	0	0	307867	6	152596	12	47285	23
MVC381	4660888	73	63847.78	427097	200	0	0	199341	8	147545	13	99713	21
MVC382	4660563	62	75170.37	674126	200	0	0	331520	6	232968	10	99713	16
MVC386	5202482	125	41619.86	559923	204	0	0	185253	8	110554	15	36153	29
MVC387	5077267	75	67696.89	1076846	205	0	0	430839	4	197025	8	95708	15
MVC388	5127725	72	71218.40	653350	204	0	0	296079	6	177673	10	104613	17
MVC390	5010928	110	45553.89	682655	201	0	0	362794	5	170985	10	67877	19
MVC391	5211654	153	34063.10	625273	201	0	0	219362	7	139816	13	34397	23
MVC392	5014105	123	40765.08	666394	201	0	0	345450	5	185453	9	72777	18
MVC393	5410798	200	27053.99	428842	202	0	0	121187	12	73045	23	28574	45
MVC401	4983365	84	59325.77	791563	202	0	0	373447	5	197043	8	52058	15
MVC404	5093152	118	43162.31	485432	210	0	0	330722	7	182573	12	49342	23
MVC405	5047880	111	45476.40	623259	202	0	0	222776	7	136588	13	29887	27
MVC407	4740663	43	110247.98	1166288	203	0	0	565993	3	265509	6	113636	11
MVC408	4936105	113	43682.35	554658	214	0	0	126014	12	82040	22	38293	38
MVC410	5171411	101	51202.09	641092	202	0	0	282044	7	172270	11	73220	20
MVC411	5032894	85	59210.52	704103	217	0	0	471878	5	228496	7	61015	17
MVC412	5025104	84	59822.67	704103	217	0	0	349283	5	203867	8	61015	17
MVC413	5033072	89	56551.37	704196	205	0	0	338435	5	180005	9	61015	17
MVC414	5078633	74	68630.18	1229243	202	0	0	385408	4	212451	7	103850	14
MVC415	5095739	133	38313.83	668478	201	0	0	345502	5	142094	11	41555	20
MVC416	4983260	79	63079.24	791563	202	0	0	461689	4	190483	8	73299	16
MVC417	5015004	110	45590.95	596627	207	0	0	381547	5	296765	8	101100	15
MVC420	5344687	499	10710.80	318057	211	0	0	111922	15	67364	27	8327	67
MVC421	4648579	83	56006.98	616738	216	0	0	326755	6	216025	9	64385	16
MVC422	5078224	68	74679.76	1227182	205	0	0	433041	4	190471	8	82181	15
MVC423	6333491	2243	2823.67	60660	201	0	0	8827	192	4464	393	801	1048
MVC424	5315635	107	49678.83	597188	212	0	0	267164	7	151273	12	41631	24
MVC426	5091282	108	47141.50	831609	202	0	0	316281	6	189056	10	52505	19
MVC427	5173289	142	36431.61	610652	202	0	0	245647	7	132619	12	44167	24
MVC428	4841134	80	60514.18	848092	202	0	0	349295	4	287545	7	113185	12
MVC42	5093924	64	79592.56	1043931	202	0	0	397000	4	208340	8	93242	14
MVC431	4895690	70	69938.43	732579	202	0	0	297735	6	209408	10	77106	17
MVC434	5019713	69	72749.46	1145925	205	0	0	713673	3	197043	6	103745	13
MVC435	5252698	130	40405.37	318455	208	0	0	134734	13	87443	23	37009	42
MVC437	5074129	77	65897.78	1076839	202	0	0	366966	4	169451	9	76327	17
MVC438	5146756	98	52517.92	761045	202	0	0	287200	6	171765	11	52546	20
MVC439	5018423	73	68745.52	1145925	202	0	0	431285	4	198344	7	95708	14
MVC441	5072844	126	40260.67	716736	201	0	0	555312	4	133718	10	66237	20
MVC445	4820388	73	66032.71	743469	202	0	0	289535	5	160795	9	61951	18
MVC446	4940246	143	34547.17	350663	206	0	0	123743	13	84967	23	26284	42
MVC447	5172642	144	35921.12	706588	201	0	0	245648	6	144264	11	49083	21
MVC448	4848928	43	112765.77	1011549	202	0	0	670959	3	269374	5	126095	10
MVC450	5199795	136	38233.79	679871	202	0	0	379669	5	190471	9	47279	19
MVC452	5121424	135	37936.47	556371	202	0	0	287853	7	203407	11	53023	20
MVC454	5113384	121	42259.37	450932	204	0	0	232545	8	135243	13	59190	24
MVC456	5052068	110	45927.89	577546	215	0	0	200615	9	137388	15	54847	26
MVC458	5164900	164	31493.29	668467	201	0	0	219627	6	122258	12	41555	23
MVC459	4818753	91	52953.33	532693	219	0	0	194053	9	150021	14	71500	23
MVC45	5062080	137	36949.49	331330	205	0	0	127583	13	94095	23	34232	40
MVC460	5086045	70	72657.79	730512	202	0	0	398369	5	197025	9	107388	16
MVC463	5126288	80	64078.60	958458	207	0	0	469534	4	278840	7	68886	13
MVC465	5043517	113	44632.89	696121	206	0	0	210509	7	170820	12	37465	22
MVC466	5042380	103	48955.15	879419	206	0	0	253741	6	181406	10	37465	20
MVC468	5395502	51	105794.16	944125	202	0	0	402466	4	307677	7	113870	12
MVC469	5396001	54	99925.94	944125	202	0	0	403232	5	307677	8	95859	14
MVC471	4988677	100	49886.77	625182	202	0	0	339962	6	223543	9	130736	15
MVC474	4848692	93	52136.47	697002	213	0	0	190483	7	109134	14	53410	26
MVC475	4818173	75	64242.31	743355	212	0	0	288680	5	166688	9	70800	17
MVC476	5043614	118	42742.49	696121	206	0	0	227660	8	140173	13	36742	24
MVC478	5421550	223	24311.88	458122	200	0	0	90922	14	54274	28	18633	58
MVC479	5422933	221	24538.16	458138	200	0	0	100290	13	56662	27	19697	55
MVC47	4892106	57	85826.42	673722	204	0	0	309335	6	180440	11	86856	18
MVC480	4933012	93	53043.14	444013	218	0	0	137537	13	103471	21	43465	35
MVC481	5039777	77	65451.65	542116	217	0	0	247836	8	132475	13	38917	25
MVC482	5337852	141	37857.11	668932	201	0	0	345704	6	174236	10	43627	20
MVC484	4989809	112	44551.87	543850	205	0	0	233249	7	175795	12	80387	20
MVC486	5153511	114	45206.24	605391	205	0	0	262900	8	169174	12	41426	24
MVC48	5148446	214	24058.16	119141	439	0	0	42537	39	30688	68	12226	120
MVC491	4626008	114	40579.02	403505	205	0	0	126207	11	75487	21	36723	39
MVC492	5043274	118	42739.61	696121	206	0	0	237307	7	162169	13	41421	21
MVC494	4991504	101	49420.83	783646	202	0	0	385576	5	169610	9	52502	17
MVC495	4626524	110	42059.31	403505	202	0	0	121466	12	76489	22	36723	39
MVC496	4875231	81	60188.04	520559	207	0	0	168856	10	120767	17	56078	27
MVC497	5247501	144	36440.98	659267	201	0	0	203044	7	138760	14	41555	23
MVC498	4603307	169	27238.50	244430	217	0	0	87088	17	43878	32	19634	62
MVC499	5079250	83	61195.78	802730	202	0	0	385576	5	190471	9	87204	16
MVC49	4746881	92	51596.53	317545	200	0	0	203303	10	126040	16	47262	28
MVC4	5074143	133	38151.45	347488	216	0	0	148322	11	92705	19	38626	36
MVC501	5165855	87	59377.64	687260	200	0	0	240655	7	129286	13	51358	24
MVC502	4862313	161	30200.70	248791	201	0	0	84705	19	51247	33	26046	59
MVC506	5150974	153	33666.50	658140	202	0	0	191136	8	102553	15	26349	34
MVC507	5079677	85	59760.91	685308	202	0	0	385576	5	197010	9	105539	16
MVC508	5150679	148	34801.89	658140	202	0	0	196782	8	103289	15	29903	34
MVC509	4924864	80	61560.80	673342	203	0	0	344249	5	220064	10	97746	16
MVC510	4919909	80	61498.86	672665	212	0	0	239490	6	197334	10	77531	18
MVC513	5087289	110	46248.08	568655	205	0	0	284536	7	172215	11	41426	21
MVC514	4822054	94	51298.45	480254	204	0	0	201190	9	131002	15	56058	24
MVC515	5073336	74	68558.59	1227259	202	0	0	743592	3	366836	5	105539	12
MVC51	5079851	56	90711.62	948607	202	0	0	364430	5	230118	9	86026	15
MVC520	5465462	96	56931.90	828619	202	0	0	618580	4	221536	7	90393	14
MVC522	4975801	60	82930.02	916544	207	0	0	369378	5	235235	8	109215	14
MVC523	5127233	116	44200.28	556805	212	0	0	272377	7	197293	11	36568	24
MVC524	5126578	120	42721.48	925066	212	0	0	272377	6	197293	10	36528	22
MVC525	4974596	96	51818.71	448558	208	0	0	214448	9	193749	14	66882	21
MVC526	4568072	34	134355.06	992871	220	0	0	740225	3	335609	5	106470	9
MVC530	5129251	106	48389.16	793761	213	0	0	237316	6	140161	12	54316	21
MVC531	5675003	322	17624.23	322742	207	0	0	143263	14	91700	24	17150	51
MVC532	5151328	148	34806.27	657907	202	0	0	196782	8	102042	15	32402	32
MVC534	4861865	46	105692.72	1247851	210	0	0	380606	4	243390	6	114284	12
MVC535	5040342	74	68112.73	842467	206	0	0	192671	7	121901	13	75640	23
MVC536	5129577	98	52342.62	793761	212	0	0	284056	6	162857	11	54428	20
MVC537	5286946	116	45577.12	560677	213	0	0	266928	7	125134	13	52062	24
MVC538	5057749	179	28255.58	567410	219	0	0	280502	7	95104	12	29014	31
MVC539	5107105	92	55512.01	943158	202	0	0	388228	4	190546	8	53342	17
MVC53	5092277	173	29435.13	444355	208	0	0	138213	10	83144	20	39395	37
MVC542	5096791	92	55399.90	714317	205	0	0	371277	5	166632	10	52520	19
MVC545	4852974	45	107843.87	1247760	210	0	0	380606	4	243390	6	111501	12
MVC547	5244946	117	44828.60	678848	213	0	0	267054	6	114586	13	47929	26
MVC549	5128984	89	57629.03	1228488	202	0	0	333781	5	197025	9	62236	18
MVC54	4929819	198	24898.08	303712	203	0	0	96707	14	54073	27	22924	53
MVC550	4664044	86	54233.07	553480	205	0	0	161335	8	131802	14	48048	24
MVC551	4701639	81	58044.93	654959	205	0	0	194312	8	134969	14	60353	24
MVC552	5149027	114	45166.90	679676	202	0	0	361577	6	210060	9	68881	18
MVC553	4853168	41	118369.95	1248051	207	0	0	381497	4	243390	6	114284	12
MVC556	5075650	120	42297.08	566537	207	0	0	285432	7	197256	11	41426	22
MVC557	4996583	61	81911.20	707941	231	0	0	341220	6	222281	10	61882	19
MVC55	4888264	114	42879.51	483116	211	0	0	193421	9	87428	18	42154	34
MVC560	5068898	92	55096.72	772402	216	0	0	244390	6	155034	12	62341	22
MVC561	4878823	68	71747.40	507459	250	0	0	231512	7	126952	14	47137	27
MVC562	5230137	136	38456.89	662712	202	0	0	174721	8	117619	15	43448	30
MVC563	4941828	77	64179.58	922699	211	0	0	360357	4	264162	7	60372	13
MVC564	4693877	60	78231.28	765943	202	0	0	279772	5	218287	8	126986	14
MVC565	4937801	88	56111.38	505809	207	0	0	185672	9	96705	16	42309	32
MVC56	4866330	107	45479.72	265481	268	0	0	87240	18	53440	31	26030	56
MVC570	5030805	193	26066.35	288285	210	0	0	104013	14	71463	25	27718	48
MVC571	5028736	177	28410.94	404969	202	0	0	134756	11	76727	22	27718	44
MVC572	5505839	171	32197.89	382437	203	0	0	200696	10	81871	20	32962	41
MVC573	4746248	69	68786.20	705671	217	0	0	306950	6	188811	10	67643	18
MVC576	5129129	101	50783.46	610271	221	0	0	237316	7	172994	12	63846	20
MVC577	5003300	233	21473.39	256602	201	0	0	125633	15	88464	25	30881	45
MVC57	5643315	320	17635.36	258811	200	0	0	86730	20	42719	39	12835	81
MVC583	5295817	135	39228.27	662448	200	0	0	268743	6	129285	11	41565	23
MVC586	5180077	126	41111.72	661190	202	0	0	379669	5	197043	9	52505	17
MVC587	5137094	126	40770.59	419842	203	0	0	138663	11	81387	22	36029	39
MVC58	4970108	120	41417.57	371781	474	0	0	106629	14	63751	26	25668	51
MVC592	5194617	74	70197.53	885910	204	0	0	360389	5	203869	8	81142	16
MVC594	5033940	116	43396.03	382724	221	0	0	155375	11	83658	20	40669	37
MVC597	5231014	179	29223.54	396871	202	0	0	191257	10	114595	16	34668	30
MVC599	5102710	109	46813.85	747731	205	0	0	278967	6	172215	10	52546	20
MVC59	4695453	114	41188.18	220823	200	0	0	129283	15	86848	23	37265	40
MVC5	5103679	144	35442.22	544753	202	0	0	158261	10	121438	17	43692	32
MVC600	5179409	84	61659.63	1224274	202	0	0	382281	4	269400	7	95762	15
MVC601	5230515	131	39927.60	538288	202	0	0	181453	9	138325	16	29887	29
MVC608	4715604	43	109665.21	914436	220	0	0	343928	4	233799	7	94637	14
MVC60	5133261	107	47974.40	996878	202	0	0	306276	5	195106	9	73906	17
MVC610	4727564	81	58364.99	736171	200	0	0	288185	6	157005	11	66238	20
MVC612	5334509	97	54994.94	488932	202	0	0	265998	8	138003	14	76597	23
MVC614	4827467	64	75429.17	799891	202	0	0	410217	4	296217	7	113167	12
MVC618	5200545	95	54742.58	618342	214	0	0	180829	9	132136	15	56452	27
MVC619	5104953	121	42189.69	456108	204	0	0	232545	8	106568	15	54248	28
MVC61	5064718	97	52213.59	952183	202	0	0	260743	5	152612	10	52058	20
MVC623	5197083	126	41246.69	610576	200	0	0	234312	8	143416	13	31757	28
MVC624	5335086	181	29475.61	555060	202	0	0	182359	9	89261	18	27046	38
MVC626	5204844	210	24784.97	669563	201	0	0	219745	7	118842	14	31879	28
MVC628	5166391	90	57404.34	678534	202	0	0	385539	5	221541	8	73590	16
MVC629	5180484	101	51291.92	667664	202	0	0	385409	5	197042	9	68754	19
MVC62	4750235	92	51632.99	445776	200	0	0	203023	9	111791	16	53098	28
MVC631	4961153	96	51678.68	578517	216	0	0	322209	6	188904	10	53724	20
MVC633	5142915	95	54135.95	490427	203	0	0	186005	10	96128	17	48713	32
MVC63	5073000	70	72471.43	1227746	202	0	0	385576	4	197025	7	105539	13
MVC641	4961173	96	51678.89	468365	216	0	0	267798	7	188631	11	53724	21
MVC64	5198047	360	14439.02	289441	223	0	0	121000	14	71436	25	21236	49
MVC652	4962212	97	51156.82	578500	216	0	0	322111	6	188904	10	53724	19
MVC655	5232905	182	28752.23	701993	201	0	0	220404	7	142127	12	42167	22
MVC657	5080751	72	70565.99	1193352	202	0	0	385408	4	197043	7	73839	15
MVC660	5168222	105	49221.16	611442	204	0	0	309338	6	188721	10	52408	19
MVC661	5064799	80	63309.99	1035505	202	0	0	385408	4	193637	8	66473	15
MVC664	5182077	50	103641.54	714519	207	0	0	597205	4	262651	7	76703	15
MVC666	5193422	82	63334.41	775569	209	0	0	278868	6	197293	11	36937	21
MVC66	5149766	169	30471.99	492728	201	0	0	266992	7	138151	13	31845	26
MVC674	5168474	108	47856.24	611442	202	0	0	433171	5	190471	9	73590	17
MVC675	5154113	153	33687.01	357068	206	0	0	155465	11	110750	19	39753	33
MVC67	5150367	163	31597.34	627822	218	0	0	267118	7	125889	13	32051	26
MVC681	5293092	185	28611.31	408115	210	0	0	184946	10	142911	16	29453	35
MVC682	4937629	58	85131.53	1138841	203	0	0	366982	3	190471	7	97338	15
MVC687	5053241	67	75421.51	982067	202	0	0	384842	5	230064	8	110519	14
MVC692	5148824	150	34325.49	658142	201	0	0	269711	6	149345	12	41555	21
MVC693	5017358	86	58341.37	453207	202	0	0	319711	7	166698	12	82785	20
MVC694	5186548	135	38418.87	569224	203	0	0	147526	11	85318	21	35148	38
MVC6	4946076	53	93322.19	982031	202	0	0	384979	5	317979	7	130677	12
MVC704	5017859	70	71683.70	1250568	212	0	0	506017	3	358795	6	95868	12
MVC715	5202150	125	41617.20	783315	205	0	0	284368	6	147913	11	34634	25
MVC71	5188422	109	47600.20	487115	202	0	0	314476	7	216826	11	108826	18
MVC734	5426613	161	33705.67	559160	203	0	0	150338	10	85472	20	32857	38
MVC738	4823485	91	53005.33	468365	201	0	0	311279	7	196650	10	74572	18
MVC73	5328183	161	33094.30	556420	202	0	0	316678	7	185140	11	39246	24
MVC745	5013640	79	63463.80	1073313	202	0	0	366967	5	197025	9	73385	17
MVC746	5111029	124	41217.98	785935	205	0	0	266468	7	184086	12	37330	26
MVC747	5435951	165	32945.16	559160	202	0	0	150338	10	92127	19	32609	38
MVC749	4781010	86	55593.14	453098	202	0	0	217687	8	149821	13	55154	23
MVC754	7283052	132	55174.64	658751	200	0	0	316624	8	191829	15	60172	28
MVC755	4799771	77	62334.69	644678	201	0	0	292188	6	166988	11	63532	20
MVC759	5095994	129	39503.83	553667	200	0	0	126802	11	92171	20	37153	36
MVC760	5310490	77	68967.40	994835	202	0	0	360189	5	144950	10	83268	19
